n_weekday,n_weekend,weekday_mean,weekend_mean,diff_mean,diff_ci_lo,diff_ci_hi,welch_t,welch_p,cohen_d,mw_U,mw_p,cliffs_delta,route,welch_q
1196,538,422.67224080267556,431.15055762081784,8.478316818142275,-12.716604786167807,-4.240028850116743,-3.9260039118604406,9.295012027759707e-05,0.21651663648652217,288582.5,0.0005898827033385072,0.1030122092228121,TYO-NYC,0.008179610584428542
1112,518,298.27517985611513,303.7606177606178,5.485437904502646,-9.4791196251233,-1.4917561838819924,-2.695473695192357,0.0071520330972417705,0.14647216553267067,264107.5,0.006898407068805909,0.08298554206827588,TYO-LAX,0.2063679886066736
526,253,444.5361216730038,458.87351778656125,14.337396113557475,-25.262511984869256,-3.412280242245691,-2.578276559958816,0.010210234755123532,0.1957540476708654,58953.5,0.009903264559653435,0.11400081155412616,SYD-LAX,0.2063679886066736
1878,803,245.92172523961662,245.08343711083438,-0.8382881287822386,0.19585520765539177,1.4807210499090853,2.559674992336842,0.010580043360986885,-0.11129670437657847,801159.5,0.01008623249077525,-0.06252179990636816,TYO-DXB,0.2063679886066736
1440,582,395.28680555555553,393.1872852233677,-2.099520332187808,0.46775891567432915,3.731281748701287,2.5247065104663804,0.011725453898106456,-0.12520287061357313,440618.0,0.06932071006024701,-0.05149389079801451,DXB-NYC,0.2063679886066736
902,355,85.54767184035477,84.50704225352112,-1.0406295868336457,0.1687024635842732,1.912556710083018,2.3439918196181977,0.019409523849993494,-0.15403642049104108,170638.5,0.06832788890074723,-0.06579119952531151,LHR-CDG,0.2846730164665712
982,447,390.70875763747455,398.9082774049217,8.199519767447157,-15.747734940705607,-0.6513045941887068,-2.131807045043036,0.0332796753787443,0.11718132122933299,204149.5,0.0340112485078823,0.06983647489258556,NYC-SIN,0.41176091017518296
1479,650,172.3813387423935,173.41384615384615,1.0325074114526558,-2.0048558551186164,-0.06015896778669527,-2.0833499842662175,0.03743281001592572,0.09989450599642519,450577.0,0.021020271852473828,0.06261611275810058,NYC-LHR,0.41176091017518296
1267,528,521.8666140489345,519.6458333333334,-2.2207807156011086,-0.04503529923687699,4.486596730439095,1.9232645535075985,0.05472185817722175,-0.09765822425137703,351219.0,0.09447922227133358,-0.050019731649565906,SIN-NYC,0.535058168843946
777,313,384.5289575289575,388.12460063897765,3.5956431100201485,-7.804306664243447,0.6130204442031504,-1.67810411354833,0.09388399119509602,0.11383194655950775,114917.5,0.15521417297377815,0.05495865559763324,LHR-MIA,0.7406994018117367
1411,624,195.24238128986534,196.74519230769232,1.5028110178269856,-3.3029754325480165,0.2973533968940454,-1.6379213739766927,0.10170893014406435,0.07964686630633594,417986.0,0.06861756465433115,0.050532446528194226,CDG-DXB,0.7406994018117367
1124,481,472.6129893238434,475.3970893970894,2.784100073246009,-6.132218194152811,0.564018047660793,-1.6322611704668009,0.10301796617594157,0.09430757785188931,263091.5,0.3952871210959825,0.02674773048438529,DXB-MIA,0.7406994018117367
2056,882,41.034046692607006,40.445578231292515,-0.5884684613144913,-0.1567448911751096,1.333681813804092,1.5488679538915604,0.12160827219618241,-0.06307494758861829,927804.0,0.31567126347486607,-0.023280129172291483,MIA-NYC,0.7406994018117367
1376,573,82.00145348837209,82.91623036649214,0.9147768781200512,-2.113348604208544,0.2837948479684418,-1.4975861600577463,0.13453635489303045,0.07454129513819537,379277.5,0.1863925409438737,0.03791372417711758,LAX-MIA,0.7406994018117367
1958,818,249.95199182839633,249.54523227383862,-0.4067595545577092,-0.13357088674940099,0.9470899958648193,1.4766449873292173,0.13998018907536044,-0.06197408210262686,830956.5,0.1167098488688134,-0.037629460729100846,HND-DXB,0.7406994018117367
1123,493,355.14425645592166,358.7687626774848,3.624506221563138,-8.463252352996232,1.2142399098699554,-1.4701025406240964,0.1418829276745427,0.08086580056821405,265453.0,0.1881646504558948,0.0410610524186338,HND-LAX,0.7406994018117367
776,303,264.7667525773196,262.4917491749175,-2.275003402402092,-0.7722897938819555,5.3222965986861395,1.4664957081496035,0.1430896571681764,-0.0998583938346724,123715.0,0.1810342387681949,-0.05232043822938995,HND-SYD,0.7406994018117367
413,173,354.728813559322,363.9364161849711,9.207602625649088,-22.095505934794517,3.6803006834963394,-1.4065049853068812,0.16071108488833233,0.13816285051687704,33328.5,0.19998125177695003,0.06706881831796106,LAX-SIN,0.7746614699959338
985,409,227.88324873096445,226.2713936430318,-1.6118550879326676,-0.6770299437830571,3.9007401196483924,1.3823473421219854,0.16725645374912207,-0.08009994319805024,212098.0,0.11902935812182192,-0.05294825810134909,LHR-DXB,0.7746614699959338
2414,995,155.76677713338856,156.0994974874372,0.3327203540486323,-0.9011763192970103,0.23573561119974562,-1.1479524096985134,0.25114133947916,0.043910559556454676,1151954.5,0.05986838181441072,0.04080926588201988,DXB-SIN,0.9814800959082756
1175,501,339.4578723404255,342.12175648702595,2.6638841466004237,-7.515745055729271,2.1879767625284234,-1.0774645604041782,0.28154345689176763,0.05707309392366045,282153.5,0.17916380035275525,0.04139465749352359,CDG-LAX,0.9814800959082756
679,303,222.7879234167894,225.65346534653466,2.8655419297452625,-8.142555445557619,2.411471586067093,-1.0664889319517525,0.2866378525511357,0.0730923844239082,98127.5,0.24813356191314617,0.04608796667590176,LAX-LHR,0.9814800959082756
825,310,350.0630303030303,347.2,-2.863030303030314,-2.414342798752151,8.14040340481278,1.0655016828873218,0.287087767103137,-0.06911970772462264,137378.5,0.05338072161532133,-0.0743186705767351,LAX-HND,0.9814800959082756
643,256,317.47122861586314,314.5234375,-2.94779111586314,-2.6447228193791013,8.540305051105381,1.0356343931678809,0.3008810425773087,-0.07480599013907509,84898.5,0.4602159772196115,-0.0315233767496112,TYO-LHR,0.9814800959082756
1120,451,295.575,293.61419068736143,-1.9608093126385597,-1.8818581833737649,5.803476808650885,1.0015760830577758,0.31684006516365926,-0.05587471687124593,260309.5,0.3407436302155401,-0.030683797909407666,CDG-NYC,0.9814800959082756
1411,584,443.2586817859674,441.53767123287673,-1.7210105530906503,-1.7147872124734338,5.156808318654734,0.9828520646294739,0.3258990845292258,-0.04840123117620376,424315.0,0.29326303647742147,-0.02986078075395862,LHR-HND,0.9814800959082756
644,245,323.17080745341616,320.065306122449,-3.105501330967172,-3.263021976456651,9.474024638390995,0.9582255943406358,0.3384446866297989,-0.0699138259807605,81146.0,0.5095811313825843,-0.028596780327037646,HND-LHR,0.9814800959082756
2337,994,82.81985451433462,83.27867203219316,0.45881751785853453,-1.417843303045998,0.500208267328929,-0.9383169266550089,0.3482072880831363,0.036155907306275985,1120732.5,0.10828817561177355,0.035089871707781994,NYC-LAX,0.9814800959082756
2020,814,171.31138613861387,172.03808353808353,0.7266973994696571,-2.258989062767117,0.8055942638278029,-0.930254635331674,0.3523851076157404,0.03817953023098978,794090.0,0.1545549954400915,0.034118276692534116,NYC-CDG,0.9814800959082756
1332,550,441.1328828828829,439.81636363636363,-1.316519246519249,-1.536297644295927,4.169336137334425,0.9056200868787447,0.3653628552105105,-0.047183472772625946,371650.5,0.6177451658711255,-0.014606879606879607,CDG-TYO,0.9814800959082756
995,417,395.73668341708543,398.0335731414868,2.2968897244013533,-7.4024422532757,2.808662804472993,-0.8831078750834188,0.37744760167759117,0.051316864427519274,201264.5,0.3756136553949809,0.029851897376571106,NYC-TYO,0.9814800959082756
557,223,439.6157989228007,435.2062780269058,-4.4095208958949,-5.509602010780737,14.328643802570538,0.8738771881412406,0.38269680256785776,-0.0691888528889955,64644.5,0.37191660659523906,-0.040882047483717224,LAX-SYD,0.9814800959082756
674,290,241.88724035608308,239.6793103448276,-2.2079300112554847,-2.9045622977431877,7.320422320254157,0.8483197351827119,0.3966297747948119,-0.05952129579306485,101670.5,0.32017279425210743,-0.040320270131996315,SYD-HND,0.9814800959082756
1115,473,234.09775784753364,234.82241014799155,0.7246523004579046,-2.420089933249317,0.9707853323335078,-0.8388311099666397,0.4017845956850361,0.045589218948326196,257925.0,0.48961493422542113,0.021890613297433612,TYO-SYD,0.9814800959082756
999,375,395.3293293293293,396.8586666666667,1.529337337337381,-5.156398614326443,2.097723939651681,-0.8279876555567375,0.4079881142922598,0.051619488460678264,181276.0,0.3568416716193388,0.03222689356022689,LAX-DXB,0.9814800959082756
1863,776,123.96779388083736,123.8118556701031,-0.15593821073426284,-0.2340833847033223,0.545959806171848,0.7843039765534127,0.4329933204604588,-0.03392464517342049,737443.5,0.4115088735031567,-0.020197303982602055,TYO-SIN,0.9814800959082756
745,298,396.84026845637584,398.3993288590604,1.5590604026845654,-5.519055354519182,2.400934549150051,-0.7734774569543704,0.43959801184045433,0.05486355354001616,108367.5,0.5484147093861695,0.02376019098238818,LHR-SIN,0.9814800959082756
912,390,88.63486842105263,88.2974358974359,-0.3374325236167266,-0.5266200338915057,1.2014850811249589,0.7666182650272066,0.4435438580093546,-0.04549655794437586,183817.5,0.3353140489892241,-0.033611673414304995,CDG-LHR,0.9814800959082756
903,395,587.9501661129568,590.4835443037974,2.533378190840608,-9.42756775863664,4.360811376955423,-0.7214252265688016,0.47088076842521,0.0442231589453863,174127.0,0.4975307270071916,0.023637102765745686,CDG-SYD,0.9814800959082756
1313,536,82.6923076923077,82.21828358208955,-0.4740241102181386,-0.8473537174093391,1.7954019378456163,0.704011469681654,0.48159957608326176,-0.0370054660138928,357610.0,0.5823427134420205,-0.01627240795262075,MIA-LAX,0.9814800959082756
2418,1022,299.7617866004963,299.4256360078278,-0.33615059266850267,-0.6098603237598569,1.2821615090968623,0.6968794680221585,0.48596196995189955,-0.02592388694144242,1256404.0,0.4342249336658014,-0.016838810033684096,DXB-HND,0.9814800959082756
1896,762,189.7178270042194,189.21128608923885,-0.5065409149805475,-1.0332094694860245,2.0462912994471196,0.6453215710855825,0.5188212534875474,-0.027313172388745224,726584.5,0.8139790760978094,-0.005825913374752207,SIN-DXB,0.9814800959082756
656,285,341.7271341463415,340.03508771929825,-1.6920464270432376,-3.8317446875759513,7.2158375416624265,0.6016396377661337,0.5476507046809169,-0.041528929429539556,95376.5,0.6206133653839916,-0.0202877620881472,SIN-CDG,0.9814800959082756
581,245,390.8760757314974,388.70204081632653,-2.1740349151708642,-5.015462097893792,9.36353192823552,0.594179026250518,0.5526735274328883,-0.044454941857715084,73380.5,0.480879195141788,-0.031023218237381012,CDG-SIN,0.9814800959082756
379,172,440.09498680738784,442.7848837209302,2.689896913542384,-11.944478652908076,6.564684825823308,-0.5719436566468579,0.567781320224019,0.054412582589259705,32645.5,0.9764973889101115,-0.0015800454071301466,SIN-LAX,0.9814800959082756
1780,708,184.7134831460674,184.40395480225988,-0.30952834380752847,-0.7582978532741631,1.37735454088922,0.5686545374833228,0.5696878616860468,-0.02514447667229419,648385.5,0.2583196005913936,-0.028987335745572274,DXB-CDG,0.9814800959082756
1421,622,185.5932441942294,185.82154340836013,0.22829921413071474,-1.0324533077915197,0.5758548795300903,-0.5570179256097492,0.5776232411707842,0.027089544287847298,436552.5,0.6608096126334784,0.012170451948381083,SIN-HND,0.9814800959082756
1415,600,185.10812720848057,185.67333333333335,0.5652061248527787,-2.585698303295434,1.4552860535898766,-0.548860125213766,0.5832095202315375,0.026686670134276936,415099.0,0.43112278846215013,0.02214605418138987,DXB-LHR,0.9814800959082756
671,299,230.42026825633383,229.314381270903,-1.1058869854308284,-2.855942452545001,5.067716423406658,0.548241789396664,0.5837372673037421,-0.037937053268669606,103090.5,0.4908176772994709,-0.027672968514023396,SYD-TYO,0.9814800959082756
1305,541,448.90344827586205,448.07948243992604,-0.8239658359360078,-2.2786588973989113,3.926590569270927,0.5211426115194759,0.6023833761814064,-0.026815050956691008,359600.0,0.5267749268170914,-0.01868966933661943,CDG-HND,0.9814800959082756
519,224,147.86705202312137,148.51339285714286,0.6463408340214869,-3.205358269323364,1.9126766012803902,-0.49650491398113805,0.6198049696970733,0.04029385964962798,55256.0,0.2837769602114488,0.04940820258739334,SYD-SIN,0.9814800959082756
550,235,354.4581818181818,353.53617021276597,-0.9220116054158325,-2.90699296788261,4.751016178714275,0.4731792280600309,0.6363064223445279,-0.036016636307872496,66123.5,0.6065272839032434,-0.023187620889748548,SYD-DXB,0.9814800959082756
545,233,574.8807339449542,569.9570815450644,-4.923652399889761,-15.634182148273645,25.481486948053167,0.47073212150101573,0.6380691030123642,-0.03705748620573311,65585.0,0.46618939301673157,-0.03295664842304209,MIA-HND,0.9814800959082756
600,226,298.6166666666667,297.3893805309734,-1.227286135693248,-3.990688710978839,6.445260982365335,0.4623474566871987,0.6440760229493633,-0.035752369957381964,70238.5,0.4250197277605059,-0.035966076696165195,SIN-LHR,0.9814800959082756
723,306,465.6929460580913,463.77450980392155,-1.9184362541697624,-6.26376337388189,10.100635882221415,0.4604908828878183,0.6453343133012774,-0.031091931317134967,113768.5,0.4698551911904233,-0.02847160071958705,NYC-HND,0.9814800959082756
1047,409,279.2110792741165,280.08557457212714,0.8744952980106291,-4.641688702096369,2.892698106075111,-0.45563036694627546,0.6487733309546466,0.02510543198491522,202847.0,0.11815153426254277,0.05261043895353589,LAX-TYO,0.9814800959082756
810,354,416.0074074074074,417.95762711864404,1.9502197112366275,-10.923243938899951,7.022804516426696,-0.42680039416808974,0.6696699830112594,0.02794862316988792,141826.0,0.7698384402479668,0.010769338076306062,SYD-LHR,0.9814800959082756
811,332,372.15782983970405,371.3433734939759,-0.8144563457281606,-3.0592616964993957,4.688174387955717,0.4128551669149131,0.6798489444886953,-0.026245230338380117,136214.5,0.7539193533296155,-0.011799355250843076,LHR-LAX,0.9814800959082756
1493,587,133.86537173476222,134.2129471890971,0.3475754543348728,-2.1894707972812917,1.494319888611546,-0.37032238351274605,0.7112239611330781,0.019089794013697207,449277.0,0.36813416676599897,-0.025288940666894116,HND-SIN,0.9814800959082756
759,373,504.1040843214756,501.3780160857909,-2.7260682356847497,-13.947548993542203,19.399685464911702,0.321000207659142,0.7483058881799411,-0.020722044089006176,142481.5,0.8576196248341139,-0.006555825182704773,SYD-CDG,0.9814800959082756
831,347,549.9025270758123,549.299711815562,-0.6028152602502814,-3.1228640956480276,4.328494616148591,0.31770541684392106,0.7508089675749643,-0.020148705661437276,145496.0,0.8045396537825853,-0.009137978269991711,LHR-SYD,0.9814800959082756
153,71,710.1111111111111,701.056338028169,-9.05477308294212,-51.16024294024751,69.26978910613175,0.29736276604523615,0.7666414311994014,-0.04269354485905268,5598.0,0.7128757246257623,-0.030654515327257662,MIA-SYD,0.9814800959082756
2383,1001,276.7679395719681,276.6233766233766,-0.1445629485914992,-0.8809193884488378,1.1700452856318362,0.27646862433258007,0.7822173779084123,-0.010227818452752247,1192969.5,0.9914616279829129,-0.00023308625910388393,DXB-TYO,0.9814800959082756
230,105,624.7652173913043,622.3428571428572,-2.4223602484471485,-15.018013529351204,19.8627340262455,0.2737953893519275,0.7845093732774565,-0.031635376159449474,12223.5,0.8571247990177957,-0.012298136645962732,SIN-MIA,0.9814800959082756
1234,520,493.7382495948136,493.37307692307695,-0.3651726717366728,-2.600138985951114,3.3304843294244595,0.24166957351279858,0.8090876367977129,-0.01270727279403139,321807.0,0.9205191685339871,-0.0030139633462161826,DXB-LAX,0.9814800959082756
1257,552,167.41845664280032,167.53442028985506,0.11596364705474116,-1.0685596892191438,0.8366323951096615,-0.23884058202652073,0.8112707896128568,0.011641119982594962,349348.0,0.8131723581679973,-0.0069639007067667435,SIN-TYO,0.9814800959082756
1017,421,312.2005899705015,311.7814726840855,-0.41911728641599666,-3.047841822917386,3.886076395749379,0.23732186731765229,0.8124720382236067,-0.014055372088024463,216372.5,0.7488759231550877,-0.010715695410795572,NYC-DXB,0.9814800959082756
2040,902,41.02745098039216,41.11751662971175,0.09006564931959105,-0.8409347792473743,0.6608034806081922,-0.2352640184662345,0.8140324462659245,0.009507632839613098,916891.5,0.8820263220589704,0.003422133820268684,NYC-MIA,0.9814800959082756
582,240,377.34364261168383,377.9583333333333,0.614690721649481,-5.865961392900236,4.636579949601274,-0.22999703876786148,0.8181907538287144,0.016968819311387075,67892.0,0.5291273306650625,0.02789232531500573,HND-CDG,0.9814800959082756
911,422,177.3172338090011,177.22037914691944,-0.09685466208165394,-0.7351709314019625,0.9288802555652704,0.2284969273401226,0.8193175289783121,-0.013513597345638957,192364.0,0.9825746334511084,-0.0007439353660630212,SIN-SYD,0.9814800959082756
930,374,572.2559139784946,571.1336898395722,-1.1222241389224337,-9.281804349381057,11.526252627225924,0.21179261716749806,0.8323331893258293,-0.013134259768433713,177084.5,0.6057866134501253,-0.018253694439652694,NYC-SYD,0.9814800959082756
76,33,518.0657894736842,523.7575757575758,5.691786283891588,-59.263714037696865,47.88014146991369,-0.21240862241631184,0.832489419813461,0.044064951497460154,1204.0,0.7436290888160024,0.03987240829346093,MIA-SIN,0.9814800959082756
330,142,527.0333333333333,524.3661971830986,-2.6671361502346826,-23.545021930923998,28.879294231393363,0.20029151854771593,0.8413972829810751,-0.0196599498752472,23300.0,0.9240805115586864,0.005548442168160478,TYO-MIA,0.9814800959082756
85,35,602.2470588235294,598.6857142857143,-3.5613445378151027,-34.98027244179155,42.102961517421754,0.1846104501361037,0.8541208080577064,-0.036991880871100856,1512.5,0.8873380347741897,-0.01680672268907563,SYD-MIA,0.9814800959082756
545,232,480.42018348623856,482.21120689655174,1.791023410313187,-21.291084521442606,17.709037700816232,-0.18053069794740675,0.8568219496787207,0.014310326479314161,62944.5,0.9234722329810348,0.004357798165137615,MIA-TYO,0.9814800959082756
2244,905,80.13725490196079,80.21325966850829,0.07600476654749855,-1.005788604242436,0.8537790711474389,-0.1603339236716765,0.8726376509654732,0.006349037314515399,1006813.0,0.7095195127309774,0.0084665307609734,LAX-NYC,0.9814800959082756
551,237,214.46098003629763,214.957805907173,0.49682587087536945,-7.113246598267919,6.11959485651718,-0.14755075918091215,0.8827601678148956,0.011186229449635264,63328.5,0.5024792956660198,0.030094879275885042,MIA-LHR,0.9814800959082756
1001,421,323.65234765234766,323.39429928741094,-0.25804836493671246,-3.503479805939196,4.019576535812621,0.13465884183222895,0.8929150978311562,-0.007734018948828688,211322.5,0.931057183607586,-0.0029044589614660873,LHR-NYC,0.9814800959082756
1273,523,492.8750981932443,493.2944550669216,0.4193568736773159,-6.9862182819402765,6.147504534585645,-0.12531496714790993,0.9002995334485661,0.006440444764682275,331469.0,0.8869040670699988,0.004267181752503458,HND-NYC,0.9814800959082756
1074,439,244.22346368715083,244.43507972665148,0.21161603950065455,-3.559719039292603,3.1364869602912937,-0.12406314048042,0.9012958478328317,0.007020258350419158,235478.0,0.9726403036267128,0.001124105487755734,MIA-CDG,0.9814800959082756
1428,611,435.5014005602241,435.30932896890346,-0.192071591320655,-2.9125662838101753,3.2967094664514853,0.12138473085372395,0.9034078155519355,-0.005912412374609813,437471.5,0.9203912749063687,-0.0027908053565124905,LHR-TYO,0.9814800959082756
1578,605,319.4664131812421,319.5338842975207,0.06747111627856839,-1.5707173778852517,1.435775145328115,-0.08806509457747884,0.9298406275367659,0.004156289178119622,477350.5,0.9996972638084113,-1.1522064754003918e-05,DXB-SYD,0.9860425521736391
588,252,350.4166666666667,350.51190476190476,0.09523809523807358,-3.59636667797468,3.405890487498533,-0.05343895775451265,0.9574025926278509,0.0038629535849635916,71593.0,0.43875728043595075,0.03367616888025051,TYO-CDG,0.9860425521736391
330,142,602.7969696969697,603.4014084507043,0.6044387537345983,-30.761085123106806,29.55220761563761,-0.0394626010860403,0.9685509910932089,0.003958015930829366,23295.5,0.9214488480534738,0.005740503627827571,HND-MIA,0.9860425521736391
779,342,615.7432605905007,615.5994152046784,-0.14384538582226014,-8.535784983057672,8.823475754702192,0.03254350534807869,0.974048761669652,-0.0021261469544163886,132826.5,0.9389881820222814,0.0028714276062428213,SYD-NYC,0.9860425521736391
1194,493,204.79731993299833,204.73225152129817,-0.06506841170016742,-3.873075085451962,4.003211908852297,0.03242419384995506,0.9741404414060024,-0.0016933568767023446,293207.5,0.9026389253102399,0.003783284237278346,LAX-CDG,0.9860425521736391
831,344,360.7148014440433,360.76453488372096,0.049733439677652314,-4.979980581388394,4.880513702033089,-0.019808651482909417,0.984202227149846,0.0012738226556636006,142740.5,0.9712114615859984,0.0013397979458763607,CDG-MIA,0.9860425521736391
923,376,382.69772481040087,382.6675531914894,-0.030171618911481346,-3.354337104422548,3.4146803422455108,0.017499588017046222,0.9860425521736391,-0.0010189821528021133,175520.5,0.7447486526838893,-0.011505613056407182,MIA-DXB,0.9860425521736391
